	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root
274	2761	știrici	=	Vmnp	ști.ri.ci	știric'i	S t i r i tS i	3		2	S t i r i tS
275	2782	știrie	=	Ncfsrn	ști.ri.e	știr'ie	S t i r i e	3		1	S t i r i
276	2812	știut	=	Afpms-n	ști.ut	ști'ut	S t i u t	2		1	S t i u t
277	2836	ștofă	=	Ncfsrn	șto.fă	șt'ofă	S t o f @	2		0	S t o f
278	2837	ștraf	=	Ncms-n	ștraf	ștraf	S t r a f	1		0	S t r a f
279	2843	ștraif	=	Ncms-n	ștraif	ștraif	S t r a j f	1		0	S t r a j f
280	2849	ștrand	=	Ncms-n	ștrand	ștrand	S t r a n d	1		0	S t r a n d
281	2856	ștrangulat	=	Afpms-n	ștran.gu.lat	ștrangul'at	S t r a n g u l a t	3		2	S t r a n g u l a t
282	2869	ștras	=	Ncms-n	ștras	ștr'as	S t r a s	1	stress mark in single syllable	0	S t r a s
283	2875	ștreang	=	Ncms-n	ștreang	ștreang	S t r e_X a n g	1		0	S t r e_X a n g
284	2884	ștrengăresc	=	Afpms-n	ștren.gă.resc	ștrengăr'esc	S t r e n g @ r e s k	3		2	S t r e n g @ r e s k
285	2895	ștrengărie	=	Ncfsrn	ștren.gă.ri.e	ștrengăr'ie	S t r e n g @ r i e	4		2	S t r e n g @ r i
286	2901	ștrudel	=	Ncms-n	ștru.del	ștr'udel	S t r u d e l	2		0	S t r u d e l
287	2907	ștuc	=	Ncms-n	ștuc	șt'uc	S t u k	1	stress mark in single syllable	0	S t u k
288	2913	șturț	=	Ncms-n	șturț	șturț	S t u r ts	1		0	S t u r ts
289	2919	ștuț	=	Ncms-n	ștuț	ștuț	S t u ts	1		0	S t u ts
290	2925	șușlete	=	Ncms-n	șuș.le.te	șușl'ete	S u S l e t e	3		1	S u S l e t
291	2943	șușoti	=	Vmnp	șu.șo.ti	șușot'i	S u S o t i	3		2	S u S o t
292	2962	șușter	=	Ncms-n	șuș.ter	ș'ușter	S u S t e r	2		0	S u S t e r
293	2968	șuștăr	=	Ncms-n	șuș.tăr	ș'uștăr	S u S t @ r	2		0	S u S t @ r
294	2982	șubeică	=	Ncfsrn	șu.be.i.că	șub'eică	S u b e i k @	4		1	S u b e i k
295	2983	șubler	=	Ncms-n	șu.bler	ș'ubler	S u b l e r	2		0	S u b l e r
296	2990	șubred	=	Afpms-n	șu.bred	ș'ubred	S u b r e d	2		0	S u b r e d
297	3012	șubrezi	=	Vmnp	șu.bre.zi	șubrez'i	S u b r e z i	3		2	S u b r e z
298	3037	șuc	=	Ncms-n	șuc	șuc	S u k	1		0	S u k
299	3050	șuetă	=	Ncfsrn	șu.e.tă	șu'etă	S u e t @	3		1	S u e t
300	3053	șugubeț	=	Afpms-n	șu.gu.beț	șugub'eț	S u g u b e ts	3		2	S u g u b e ts
301	3067	șugubăț	=	Afpms-n	șu.gu.băț	șugub'ăț	S u g u b @ ts	3		2	S u g u b @ ts
302	3072	șuiera	=	Vmnp	șu.ie.ra	șuier'a	S u j e r a	3		2	S u j e r
303	3102	șuiet	=	Ncms-n	șu.iet	ș'uiet	S u j e t	2		0	S u j e t
304	3115	șuncă	=	Ncfsrn	șun.că	ș'uncă	S u n k @	2		0	S u n k
305	3116	șunt	=	Ncms-n	șunt	șunt	S u n t	1		0	S u n t
306	3134	șurub	=	Ncms-n	șu.rub	șur'ub	S u r u b	2		1	S u r u b
307	3141	șurubelniță	=	Ncfsrn	șu.ru.bel.ni.ță	șurub'elniță	S u r u b e l n i ts @	5		2	S u r u b e l n i ts
308	3148	șură	=	Ncfsrn	șu.ră	ș'ură	S u r @	2		0	S u r
309	3156	șustă	=	Ncfsrn	șus.tă	ș'ustă	S u s t @	2		0	S u s t
310	3157	șut	=	Ncms-n	șut	șut	S u t	1		0	S u t
311	3159	șuta	=	Vmnp	șu.ta	șut'a	S u t a	2		1	S u t
312	3173	șutat	=	Afpms-n	șu.tat	șut'at	S u t a t	2		1	S u t a t
313	3214	șuviță	=	Ncfsrn	șu.vi.ță	șuv'iță	S u v i ts @	3		1	S u v i ts
314	3218	șuvoi	=	Ncms-n	șu.voi	șuv'oi	S u v o j	2		1	S u v o
315	3230	șvăboaică	=	Ncfsrn	șvă.boai.că	șvăbo'aică	S v @ b o_X a j k @	3		1	S v @ b o_X a j k
316	3231	șvab	=	Afpms-n	șvab	șvab	S v a b	1		0	S v a b
317	3232	șvab	=	Ncms-n	șvab	șvab	S v a b	1		0	S v a b
318	3257	șvabă	=	Ncfsrn	șva.bă	șv'abă	S v a b @	2		0	S v a b
319	3259	șvaițer	=	Ncms-n	șvai.țer	șv'aițer	S v a j ts e r	2		0	S v a j ts e r
320	3263	șvarț	=	Ncms-n	șvarț	șvarț	S v a r ts	1		0	S v a r ts
321	3269	șved	=	Afpms-n	șved	șved	S v e d	1		0	S v e d
322	3270	șved	=	Ncms-n	șved	șved	S v e d	1		0	S v e d
323	3273	șvemer	=	Ncms-n	șve.mer	șv'emer	S v e m e r	2		0	S v e m e r
324	3282	șvezesc	=	Afpms-n	șve.zesc	șvez'esc	S v e z e s k	2		1	S v e z e s k
325	3330	țăndări	=	Vmnp	țăn.dă.ri	țăndăr'i	ts @ n d @ r i	3		2	ts @ n d @ r
326	3356	țăpuc	=	Ncms-n	ță.puc	țăp'uc	ts @ p u k	2		1	ts @ p u k
327	3369	țărănesc	=	Afpms-n	ță.ră.nesc	țărăn'esc	ts @ r @ n e s k	3		2	ts @ r @ n e s k
328	3379	țărănime	=	Ncfsrn	ță.ră.ni.me	țărăn'ime	ts @ r @ n i m e	4		2	ts @ r @ n i m
329	3386	țărănist	=	Afpms-n	ță.ră.nist	țărăn'ist	ts @ r @ n i s t	3		2	ts @ r @ n i s t
330	3387	țărănist	=	Ncms-n	ță.ră.nist	țărăn'ist	ts @ r @ n i s t	3		2	ts @ r @ n i s t
331	3411	țăran	=	Ncms-n	ță.ran	țăr'an	ts @ r a n	2		1	ts @ r a n
332	3417	țărancă	=	Ncfsrn	ță.ran.că	țăr'ancă	ts @ r a n k @	3		1	ts @ r a n k
333	3441	țărișoară	=	Ncfsrn	ță.ri.șoa.ră	țărișo'ară	ts @ r i S o_X a r @	4		2	ts @ r i S o_X a r
334	3442	țărm	=	Ncms-n	țărm	țărm	ts @ r m	1		0	ts @ r m
335	3446	țărmur	=	Ncms-n	țăr.mur	ț'ărmur	ts @ r m u r	2		0	ts @ r m u r
336	3448	țărmure	=	Ncms-n	țăr.mu.re	ț'ărmure	ts @ r m u r e	3		0	ts @ r m u r
337	3469	țambal	=	Ncms-n	țam.bal	țamb'al	ts a m b a l	2		1	ts a m b a l
338	3473	țambalagiu	=	Ncms-n	țam.ba.la.giu	țambalag'iu	ts a m b a l a gZ i w	4		3	ts a m b a l a gZ i
339	3486	țandură	=	Ncfsrn	țan.du.ră	ț'andură	ts a n d u r @	3		0	ts a n d u r
340	3488	țandără	=	Ncfsrn	țan.dă.ră	ț'andără	ts a n d @ r @	3		0	ts a n d @ r
341	3489	țanțoș	=	Afpms-n	țan.țoș	ț'anțoș	ts a n ts o S	2		0	ts a n ts o S
342	3498	țanțoșie	=	Ncfsrn	țan.țo.și.e	țanțoș'ie	ts a n ts o S i e	4		2	ts a n ts o S i
343	3509	țap	=	Ncms-n	țap	țap	ts a p	1		0	ts a p
344	3513	țapinar	=	Ncms-n	ța.pi.nar	țapin'ar	ts a p i n a r	3		2	ts a p i n a r
345	3520	țapoș	=	Afpms-n	ța.poș	ț'apoș	ts a p o S	2		0	ts a p o S
346	3536	țar	=	Ncms-n	țar	țar	ts a r	1		0	ts a r
347	3538	țarc	=	Ncms-n	țarc	țarc	ts a r k	1		0	ts a r k
348	3545	țarcă	=	Ncfsrn	țar.că	ț'arcă	ts a r k @	2		0	ts a r k
349	3547	țarigrădean	=	Ncms-n	ța.ri.gră.dean	țarigrăde'an	ts a r i g r @ d e_X a n	4		3	ts a r i g r @ d e_X a n
350	3549	țarigrădeancă	=	Ncfsrn	ța.ri.gră.dean.că	țarigrăde'ancă	ts a r i g r @ d e_X a n k @	5		3	ts a r i g r @ d e_X a n k
351	3563	țarnă	=	Ncfsrn	țar.nă	ț'arnă	ts a r n @	2		0	ts a r n
352	3567	țară	=	Ncfsrn	ța.ră	ț'ară	ts a r @	2		0	ts a r
353	3568	țarțam	=	Ncms-n	țar.țam	țarț'am	ts a r ts a m	2		1	ts a r ts a m
354	3577	țeapă	=	Ncfsrn	țea.pă	țe'apă	ts e_X a p @	2		0	ts e_X a p
355	3578	țeapăn	=	Afpms-n	țea.păn	țe'apăn	ts e_X a p @ n	2		0	ts e_X a p @ n
356	3585	țeavă	=	Ncfsrn	țea.vă	țe'avă	ts e_X a v @	2		0	ts e_X a v
357	3586	țel	=	Ncms-n	țel	țel	ts e l	1		0	ts e l
358	3598	țelină	=	Ncfsrn	țe.li.nă	ț'elină	ts e l i n @	3		0	ts e l i n
359	3611	țencușă	=	Ncfsrn	țen.cu.șă	țenc'ușă	ts e n k u S @	3		1	ts e n k u S
360	3612	țep	=	Ncms-n	țep	țep	ts e p	1		0	ts e p
361	3613	țepar	=	Ncms-n	țe.par	țep'ar	ts e p a r	2		1	ts e p a r
362	3636	țesălat	=	Afpms-n	țe.să.lat	țesăl'at	ts e s @ l a t	3		2	ts e s @ l a t
363	3651	țesătoare	=	Ncf--n	țe.să.toa.re	țesăto'are	ts e s @ t o_X a r e	4		2	ts e s @ t o_X a r
364	3665	țesătură	=	Ncfsrn	țe.să.tu.ră	țesăt'ură	ts e s @ t u r @	4		2	ts e s @ t u r
365	3669	țese	=	Vmnp	țe.se	ț'ese	ts e s e	2		0	ts e s
366	3678	țest	=	Ncms-n	țest	țest	ts e s t	1		0	ts e s t
367	3686	țestos	=	Afpms-n	țes.tos	țest'os	ts e s t o s	2		1	ts e s t o s
368	3710	țesut	=	Ncms-n	țe.sut	țes'ut	ts e s u t	2		1	ts e s u t
369	3728	ți	=	Ncms-n	ți	ți	ts i	1		0	ts
370	3729	țiștar	=	Ncms-n	țiș.tar	țișt'ar	ts i S t a r	2		1	ts i S t a r
371	3737	țiței	=	Ncms-n	ți.ței	țiț'ei	ts i ts e j	2		1	ts i ts e
372	3744	țițeică	=	Ncfsrn	ți.țe.i.că	țiț'eică	ts i ts e i k @	4		1	ts i ts e i k
373	3747	țiclinc	=	Ncms-n	ți.clinc	țicl'inc	ts i k l i n k	2		1	ts i k l i n k
374	3753	țicling	=	Ncms-n	ți.cling	țicl'ing	ts i k l i n g	2		1	ts i k l i n g
375	3762	țif	=	Ncm--n	țif	țif	ts i f	1		0	ts i f
376	3763	țif	=	Ncmsvn	țif	țif	ts i f	1		0	ts i f
377	3783	țigăncușă	=	Ncfsrn	ți.găn.cu.șă	țigănc'ușă	ts i g @ n k u S @	4		2	ts i g @ n k u S
378	3786	țigănesc	=	Afpms-n	ți.gă.nesc	țigăn'esc	ts i g @ n e s k	3		2	ts i g @ n e s k
379	3800	țigan	=	Ncms-n	ți.gan	țig'an	ts i g a n	2		1	ts i g a n
380	3802	țigancă	=	Ncfsrn	ți.gan.că	țig'ancă	ts i g a n k @	3		1	ts i g a n k
381	3810	țigaret	=	Ncms-n	ți.ga.ret	țigar'et	ts i g a r e t	3		2	ts i g a r e t
382	3823	țigaretă	=	Ncfsrn	ți.ga.re.tă	țigar'etă	ts i g a r e t @	4		2	ts i g a r e t
383	3824	țigară	=	Ncfsrn	ți.ga.ră	țig'ară	ts i g a r @	3		1	ts i g a r
384	3826	țiglar	=	Ncms-n	ți.glar	țigl'ar	ts i g l a r	2		1	ts i g l a r
385	3844	țiglină	=	Ncfsrn	ți.gli.nă	țigl'ină	ts i g l i n @	3		1	ts i g l i n
386	3846	țiglă	=	Ncfsrn	ți.glă	ț'iglă	ts i g l @	2		0	ts i g l
387	3847	țignal	=	Ncms-n	țig.nal	țign'al	ts i g n a l	2		1	ts i g n a l
388	3856	țimbal	=	Ncms-n	țim.bal	țimb'al	ts i m b a l	2		1	ts i m b a l
389	3868	ținc	=	Ncms-n	ținc	ținc	ts i n k	1		0	ts i n k
390	3878	țincvais	=	Ncm--n	ținc.vais	ț'incvais	ts i n k v a j s	2		0	ts i n k v a j s
391	3879	țincvais	=	Ncmsvn	ținc.vais	ț'incvais	ts i n k v a j s	2		0	ts i n k v a j s
392	3884	ține	=	Vmnp	ți.ne	ț'ine	ts i n e	2		0	ts i n
393	3891	ținere	=	Ncfsrn	ți.ne.re	ț'inere	ts i n e r e	3		0	ts i n e r
394	3901	țintă	=	Ncfsrn	țin.tă	ț'intă	ts i n t @	2		0	ts i n t
395	3904	țintar	=	Ncms-n	țin.tar	țint'ar	ts i n t a r	2		1	ts i n t a r
396	3926	ținteș	=	Afpms-n	țin.teș	ț'inteș	ts i n t e S	2		0	ts i n t e S
397	3943	ținti	=	Vmnp	țin.ti	țint'i	ts i n t i	2		1	ts i n t
398	3957	țintit	=	Afpms-n	țin.tit	țint'it	ts i n t i t	2		1	ts i n t i t
399	3981	țintui	=	Vmnp	țin.tu.i	țintu'i	ts i n t u i	3		2	ts i n t u
400	4025	ținut	=	Afpms-n	ți.nut	țin'ut	ts i n u t	2		1	ts i n u t
401	4026	ținut	=	Ncms-n	ți.nut	țin'ut	ts i n u t	2		1	ts i n u t
402	4045	ținută	=	Ncfsrn	ți.nu.tă	țin'ută	ts i n u t @	3		1	ts i n u t
403	4058	țipăt	=	Ncms-n	ți.păt	ț'ipăt	ts i p @ t	2		0	ts i p @ t
404	4065	țipător	=	Afpms-n	ți.pă.tor	țipăt'or	ts i p @ t o r	3		2	ts i p @ t o r
405	4076	țipa	=	Vmnp	ți.pa	țip'a	ts i p a	2		1	ts i p
406	4090	țipat	=	Afpms-n	ți.pat	țip'at	ts i p a t	2		1	ts i p a t
407	4118	țipirig	=	Ncm--n	ți.pi.rig	țipir'ig	ts i p i r i g	3		2	ts i p i r i g
408	4119	țipirig	=	Ncmsvn	ți.pi.rig	țipir'ig	ts i p i r i g	3		2	ts i p i r i g
409	4124	țircălam	=	Ncms-n	țir.că.lam	țircăl'am	ts i r k @ l a m	3		2	ts i r k @ l a m
410	4139	țistuitură	=	Ncfsrn	țis.tu.i.tu.ră	țistuit'ură	ts i s t u i t u r @	5		3	ts i s t u i t u r
411	4157	țivli	=	Vmnp	ți.vli	țivl'i	ts i v l i	2		1	ts i v l
412	4184	țoapă	=	Ncfsrn	țoa.pă	țo'apă	ts o_X a p @	2		0	ts o_X a p
413	4186	țol	=	Ncms-n	țol	țol	ts o l	1		0	ts o l
414	4203	țopârcă	=	Ncfsrn	țo.pâr.că	țop'ârcă	ts o p 1 r k @	3		1	ts o p 1 r k
415	4207	țopăi	=	Vmnp	țo.pă.i	țopă'i	ts o p @ i	3		2	ts o p @
416	4211	țopăială	=	Ncfsrn	țo.pă.ia.lă	țopăi'ală	ts o p @ j a l @	4		2	ts o p @ j a l
417	4250	țușcov	=	Ncms-n	țuș.cov	țușc'ov	ts u S k o v	2		1	ts u S k o v
418	4259	țuțuiancă	=	Ncfsrn	țu.țu.ian.că	țuțui'ancă	ts u ts u j a n k @	4		2	ts u ts u j a n k
419	4265	țugui	=	Ncms-n	țu.gui	țug'ui	ts u g u j	2		1	ts u g u
420	4269	țuguia	=	Vmnp	țu.gu.ia	țugui'a	ts u g u j a	3		2	ts u g u j
421	4311	țuhaus	=	Ncm--n	țu.haus	țuh'aus	ts u h a w s	2		1	ts u h a w s
422	4312	țuhaus	=	Ncmsvn	țu.haus	țuh'aus	ts u h a w s	2		1	ts u h a w s
423	4325	țuică	=	Ncfsrn	țui.că	ț'uică	ts u j k @	2		0	ts u j k
424	4326	țumburuș	=	Ncms-n	țum.bu.ruș	țumbur'uș	ts u m b u r u S	3		2	ts u m b u r u S
425	4348	țundriță	=	Ncfsrn	țun.dri.ță	țundr'iță	ts u n d r i ts @	3		1	ts u n d r i ts
426	4350	țundră	=	Ncfsrn	țun.dră	ț'undră	ts u n d r @	2		0	ts u n d r
427	4353	țurcan	=	Afpms-n	țur.can	țurc'an	ts u r k a n	2		1	ts u r k a n
428	4372	țurcă	=	Ncfsrn	țur.că	ț'urcă	ts u r k @	2		0	ts u r k
429	4373	țurluit	=	Ncms-n	țur.lu.it	țurlu'it	ts u r l u i t	3		2	ts u r l u i t
430	4379	țurțur	=	Ncms-n	țur.țur	ț'urțur	ts u r ts u r	2		0	ts u r ts u r
431	4398	țâșni	=	Vmnp	țâș.ni	țâșn'i	ts 1 S n i	2		1	ts 1 S n
432	4412	țâșnit	=	Afpms-n	țâș.nit	țâșn'it	ts 1 S n i t	2		1	ts 1 S n i t
433	4423	țâșnitor	=	Afpms-n	țâș.ni.tor	țâșnit'or	ts 1 S n i t o r	3		2	ts 1 S n i t o r
434	4436	țâșnitură	=	Ncfsrn	țâș.ni.tu.ră	țâșnit'ură	ts 1 S n i t u r @	4		2	ts 1 S n i t u r
435	4461	țâfnos	=	Afpms-n	țâf.nos	țâfn'os	ts 1 f n o s	2		1	ts 1 f n o s
436	4467	țâfnă	=	Ncfsrn	țâf.nă	ț'âfnă	ts 1 f n @	2		0	ts 1 f n
437	4468	țâhliș	=	Ncms-n	țâ.hliș	țâhl'iș	ts 1 h l i S	2		1	ts 1 h l i S
438	4474	țâmburuc	=	Ncms-n	țâm.bu.ruc	țâmbur'uc	ts 1 m b u r u k	3		2	ts 1 m b u r u k
439	4481	țânc	=	Ncms-n	țânc	țânc	ts 1 n k	1		0	ts 1 n k
440	4488	țânțar	=	Ncms-n	țân.țar	țânț'ar	ts 1 n ts a r	2		1	ts 1 n ts a r
441	4495	țânțăraș	=	Ncms-n	țân.ță.raș	țânțăr'aș	ts 1 n ts @ r a S	3		2	ts 1 n ts @ r a S
442	4507	țârcovnicesc	=	Afpms-n	țâr.cov.ni.cesc	țârcovnic'esc	ts 1 r k o v n i tS e s k	4		3	ts 1 r k o v n i tS e s k
443	4520	țârcâi	=	Vmnp	țâr.câi	ț'ârcâi	ts 1 r k 1 i	-1	syll count mismatch	0	ts 1 r k 1
444	4551	țârlâitură	=	Ncfsrn	țâr.lâ.i.tu.ră	țârlâit'ură	ts 1 r l 1 i t u r @	5		3	ts 1 r l 1 i t u r
445	4558	țârucă	=	Ncfsrn	țâ.ru.că	țâr'ucă	ts 1 r u k @	3		1	ts 1 r u k
446	15312	Fragmentu	=	Ncmsry	frag.men.tu	fragm'entu	f r a g m e n t u	3		1	f r a g m e n t
447	16617	Pontif	=	Ncmsrn	pon.tif	pont'if	p o n t i f	2		1	p o n t i f
448	16736	Remigrația	=	Ncfsry	re.mi.gra.ți.a	remigr'ația	r e m i g r a ts i a	5		2	r e m i g r a ts i
449	16952	Sitcomul	=	Ncmsry	sit.co.mul	sitc'omul	s i t k o m u l	3		1	s i t k o m u l
452	17452	așchiere	=	Ncfsrn	aș.chi.e.re	așchi'ere	a S k_j i e r e	4		2	a S k_j i e r
453	17466	așchietor	=	Afpms-n	aș.chi.e.tor	așchiet'or	a S k_j i e t o r	4		3	a S k_j i e t o r
454	17476	așeza	=	Vmnp	a.șe.za	așez'a	a S e z a	3		2	a S e z
455	17480	așezare	=	Ncfsrn	a.șe.za.re	așez'are	a S e z a r e	4		2	a S e z a r
456	17492	așezat	=	Afpms-n	a.șe.zat	așez'at	a S e z a t	3		2	a S e z a t
457	17493	așezat	=	Ncms-n	a.șe.zat	așez'at	a S e z a t	3		2	a S e z a t
458	17530	așezământ	=	Ncms-n	a.șe.ză.mânt	așezăm'ânt	a S e z @ m 1 n t	4		3	a S e z @ m 1 n t
459	17547	aștepta	=	Vmnp	aș.tep.ta	aștept'a	a S t e p t a	3		2	a S t e p t
460	17551	așteptare	=	Ncfsrn	aș.tep.ta.re	aștept'are	a S t e p t a r e	4		2	a S t e p t a r
461	17563	așteptat	=	Afpms-n	aș.tep.tat	aștept'at	a S t e p t a t	3		2	a S t e p t a t
462	17564	așteptat	=	Ncms-n	aș.tep.tat	aștept'at	a S t e p t a t	3		2	a S t e p t a t
463	17605	așterne	=	Vmnp	aș.ter.ne	așt'erne	a S t e r n e	3		1	a S t e r n
464	17627	așternut	=	Afpms-n	aș.ter.nut	aștern'ut	a S t e r n u t	3		2	a S t e r n u t
465	17628	așternut	=	Ncms-n	aș.ter.nut	aștern'ut	a S t e r n u t	3		2	a S t e r n u t
466	17659	ață	=	Ncfsrn	a.ță	'ață	a ts @	2		0	a ts
467	17679	aținti	=	Vmnp	a.țin.ti	ațint'i	a ts i n t i	3		2	a ts i n t
468	17693	ațintit	=	Afpms-n	a.țin.tit	ațint'it	a ts i n t i t	3		2	a ts i n t i t
469	17694	ațintit	=	Ncms-n	a.țin.tit	ațint'it	a ts i n t i t	3		2	a ts i n t i t
470	17722	ațâța	=	Vmnp	a.țâ.ța	ațâț'a	a ts 1 ts a	3		2	a ts 1 ts
471	17771	abătut	=	Afpms-n	a.bă.tut	abăt'ut	a b @ t u t	3		2	a b @ t u t
472	17791	abțibild	=	Ncms-n	ab.ți.bild	abțib'ild	a b ts i b i l d	3		2	a b ts i b i l d
473	17804	abține	=	Vmnp	ab.ți.ne	abț'ine	a b ts i n e	3		1	a b ts i n
474	17811	abținere	=	Ncfsrn	ab.ți.ne.re	abț'inere	a b ts i n e r e	4		1	a b ts i n e r
475	17832	abținut	=	Afpms-n	ab.ți.nut	abțin'ut	a b ts i n u t	3		2	a b ts i n u t
476	17833	abținut	=	Ncms-n	ab.ți.nut	abțin'ut	a b ts i n u t	3		2	a b ts i n u t
477	17860	abandon	=	Ncms-n	a.ban.don	aband'on	a b a n d o n	3		2	a b a n d o n
478	17862	abandona	=	Vmnp	a.ban.do.na	abandon'a	a b a n d o n a	4		3	a b a n d o n
479	17866	abandonare	=	Ncfsrn	a.ban.do.na.re	abandon'are	a b a n d o n a r e	5		3	a b a n d o n a r
480	17878	abandonat	=	Afpms-n	a.ban.do.nat	abandon'at	a b a n d o n a t	4		3	a b a n d o n a t
481	17879	abandonat	=	Ncms-n	a.ban.do.nat	abandon'at	a b a n d o n a t	4		3	a b a n d o n a t
482	17921	abataj	=	Ncms-n	a.ba.taj	abat'aj	a b a t a Z	3		2	a b a t a Z
483	17927	abate	=	Ncms-n	a.ba.te	ab'ate	a b a t e	3		1	a b a t
484	17929	abate	=	Vmnp	a.ba.te	ab'ate	a b a t e	3		1	a b a t
485	17933	abatere	=	Ncfsrn	a.ba.te.re	ab'atere	a b a t e r e	4		1	a b a t e r
486	17945	abator	=	Ncms-n	a.ba.tor	abat'or	a b a t o r	3		2	a b a t o r
487	17951	abdica	=	Vmnp	ab.di.ca	abdic'a	a b d i k a	3		2	a b d i k
488	17955	abdicare	=	Ncfsrn	ab.di.ca.re	abdic'are	a b d i k a r e	4		2	a b d i k a r
489	17988	abdomen	=	Ncms-n	ab.do.men	abdom'en	a b d o m e n	3		2	a b d o m e n
490	17994	abdominal	=	Afpms-n	ab.do.mi.nal	abdomin'al	a b d o m i n a l	4		3	a b d o m i n a l
491	18007	abecedar	=	Ncms-n	a.be.ce.dar	abeced'ar	a b e tS e d a r	4		3	a b e tS e d a r
492	18014	aberant	=	Afpms-n	a.be.rant	aber'ant	a b e r a n t	3		2	a b e r a n t
493	18029	aberație	=	Ncfsrn	a.be.ra.ți.e	aber'ație	a b e r a ts i e	5		2	a b e r a ts i
494	18038	aberoscop	=	Ncms-n	a.be.ros.cop	aberosc'op	a b e r o s k o p	4		3	a b e r o s k o p
495	18043	abil	=	Afpms-n	a.bil	ab'il	a b i l	2		1	a b i l
496	18054	abilita	=	Vmnp	a.bi.li.ta	abilit'a	a b i l i t a	4		3	a b i l i t
497	18058	abilitare	=	Ncfsrn	a.bi.li.ta.re	abilit'are	a b i l i t a r e	5		3	a b i l i t a r
498	18070	abilitat	=	Afpms-n	a.bi.li.tat	abilit'at	a b i l i t a t	4		3	a b i l i t a t
499	18071	abilitat	=	Ncms-n	a.bi.li.tat	abilit'at	a b i l i t a t	4		3	a b i l i t a t
500	18074	abilitate	=	Ncfsrn	a.bi.li.ta.te	abilit'ate	a b i l i t a t e	5		3	a b i l i t a t
501	18118	abiotic	=	Afpms-n	a.bi.o.tic	abi'otic	a b i o t i k	4		2	a b i o t i k
502	18131	abis	=	Ncms-n	a.bis	ab'is	a b i s	2		1	a b i s
503	18137	abject	=	Afpms-n	ab.ject	abj'ect	a b Z e k t	2		1	a b Z e k t
504	18151	ablactație	=	Ncfsrn	a.blac.ta.ți.e	ablact'ație	a b l a k t a ts i e	5		2	a b l a k t a ts i
505	18157	ablaut	=	Ncms-n	ab.laut	'ablaut	a b l a w t	2		0	a b l a w t
506	18164	abluțiune	=	Ncfsrn	a.blu.ți.u.ne	abluți'une	a b l u ts i u n e	5		3	a b l u ts i u n
507	18172	abnegație	=	Ncfsrn	ab.ne.ga.ți.e	abneg'ație	a b n e g a ts i e	5		2	a b n e g a ts i
508	18178	abnorm	=	Afpms-n	ab.norm	abn'orm	a b n o r m	2		1	a b n o r m
509	18191	abolla	=	Ncfsrn	a.bol.la	ab'olla	a b o l l a	3		1	a b o l l
510	18192	abolla	=	Ncfsry	a.bol.la	ab'olla	a b o l l a	3		1	a b o l l
511	18197	abominabil	=	Afpms-n	a.bo.mi.na.bil	abomin'abil	a b o m i n a b i l	5		3	a b o m i n a b i l
512	18211	abona	=	Vmnp	a.bo.na	abon'a	a b o n a	3		2	a b o n
513	18215	abonament	=	Ncms-n	a.bo.na.ment	abonam'ent	a b o n a m e n t	4		3	a b o n a m e n t
514	18231	abonat	=	Afpms-n	a.bo.nat	abon'at	a b o n a t	3		2	a b o n a t
515	18232	abonat	=	Ncms-n	a.bo.nat	abon'at	a b o n a t	3		2	a b o n a t
516	18271	aborda	=	Vmnp	a.bor.da	abord'a	a b o r d a	3		2	a b o r d
517	18275	abordare	=	Ncfsrn	a.bor.da.re	abord'are	a b o r d a r e	4		2	a b o r d a r
518	18287	abordat	=	Afpms-n	a.bor.dat	abord'at	a b o r d a t	3		2	a b o r d a t
519	18324	abracadabrant	=	Afpms-n	a.bra.ca.da.brant	abracadabr'ant	a b r a k a d a b r a n t	5		4	a b r a k a d a b r a n t
520	18338	abreviație	=	Ncfsrn	a.bre.vi.a.ți.e	abrevi'ație	a b r e v i a ts i e	6		3	a b r e v i a ts i
521	18350	abreviere	=	Ncfsrn	a.bre.vi.e.re	abrevi'ere	a b r e v i e r e	5		3	a b r e v i e r
522	18359	abroga	=	Vmnp	a.bro.ga	abrog'a	a b r o g a	3		2	a b r o g
523	18363	abrogare	=	Ncfsrn	a.bro.ga.re	abrog'are	a b r o g a r e	4		2	a b r o g a r
524	18375	abrogat	=	Afpms-n	a.bro.gat	abrog'at	a b r o g a t	3		2	a b r o g a t
525	18411	abrupt	=	Afpms-n	a.brupt	abr'upt	a b r u p t	2		1	a b r u p t
526	18426	abrutiza	=	Vmnp	a.bru.ti.za	abrutiz'a	a b r u t i z a	4		3	a b r u t i z
527	18458	absciziune	=	Ncfsrn	ab.sci.zi.u.ne	abscizi'une	a b s tS i z i u n e	5		3	a b s tS i z i u n
528	18465	abscons	=	Afpms-n	ab.scons	absc'ons	a b s k o n s	2		1	a b s k o n s
529	18487	absență	=	Ncfsrn	ab.sen.ță	abs'ență	a b s e n ts @	3		1	a b s e n ts
530	18491	absent	=	Afpms-n	ab.sent	abs'ent	a b s e n t	2		1	a b s e n t
531	18493	absenta	=	Vmnp	ab.sen.ta	absent'a	a b s e n t a	3		2	a b s e n t
532	18508	absentat	=	Afpms-n	ab.sen.tat	absent'at	a b s e n t a t	3		2	a b s e n t a t
533	18509	absentat	=	Ncms-n	ab.sen.tat	absent'at	a b s e n t a t	3		2	a b s e n t a t
