	INDEX	form	lemma	xpos	syllables	stress	phon	include
262506	262506	scanda	=	Vmii3s	scan.da	scand'a	s k a n d a	True
283926	283926	suportabililor	suportabil	Afpmpoy	su.por.ta.bi.li.lor	suport'abililor	s u p o r t a b i l i l o r	True
136430	136430	ghidează	ghida	Vmm-2s	ghi.dea.ză	ghide'ază	g_j i d e_X a z @	True
82661	82661	cramponările	cramponare	Ncfpry	cram.po.nă.ri.le	crampon'ările	k r a m p o n @ r i l e	True
112870	112870	echivalentul	echivalent	Ncmsry	e.chi.va.len.tul	echival'entul	e k_j i v a l e n t u l	True
314908	314908	împăienjeniseși	împăienjeni	Vmil2s	îm.pă.ien.je.ni.seși	împăienjen'iseși	1 m p @ j e n Z e n i s e S i_0	True
248818	248818	regularizările	regularizare	Ncfpry	re.gu.la.ri.ză.ri.le	regulariz'ările	r e g u l a r i z @ r i l e	True
18959	18959	aburi	=	Vmis3s	a.bu.ri	abur'i	a b u r i	True
20697	20697	act	=	Ncms-n	act	act	a k t	True
18061	18061	abilitarăm	abilita	Vmis1p	a.bi.li.ta.răm	abilit'arăm	a b i l i t a r @ m	True
247661	247661	reflexe	reflex	Afpfson	re.fle.xe	refl'exe	r e f l e ks e	True
75533	75533	conglomerați	conglomera	Vmii2p	con.glo.me.rați	conglomer'ați	k o n g l o m e r a ts i_0	True
88928	88928	dărâmații	dărâmat	Afpmpry	dă.râ.ma.ții	dărâm'ații	d @ r 1 m a ts i j	True
293123	293123	trădaseră	trăda	Vmil3p	tră.da.se.ră	trăd'aseră	t r @ d a s e r @	True
302833	302833	uzitaserăți	uzita	Vmil2p	u.zi.ta.se.răți	uzit'aserăți	u z i t a s e r @ ts i_0	True
262868	262868	scheletul	schelet	Ncmsry	sche.le.tul	schel'etul	s k_j e l e t u l	True
132570	132570	fugăriți	fugărit	Afpmp-n	fu.gă.riți	fugăr'iți	f u g @ r i ts i_0	True
223870	223870	politologului	politolog	Ncmsoy	po.li.to.lo.gu.lui	politol'ogului	p o l i t o l o g u l u j	True
305352	305352	veridic	=	Afpms-n	ve.ri.dic	ver'idic	v e r i d i k	True
162488	162488	lăcuiește	lăcui	Vmip3s	lă.cu.ieș.te	lăcui'ește	l @ k u j e S t e	True
77400	77400	consumptibil	=	Afpms-n	con.sump.ti.bil	consumpt'ibil	k o n s u m p t i b i l	True
66887	66887	clăi	=	Vmnp	clă.i	clă'i	k l @ i	True
66715	66715	civilizatului	civilizat	Afpmsoy	ci.vi.li.za.tu.lui	civiliz'atului	tS i v i l i z a t u l u j	True
46341	46341	bateți	bate	Vmm-2p	ba.teți	b'ateți	b a t e ts i_0	True
55237	55237	cănește	căni	Vmip3s	că.neș.te	căn'ește	k @ n e S t e	True
47712	47712	bidon	=	Ncms-n	bi.don	bid'on	b i d o n	True
134992	134992	gastrectomii	gastrectomie	Ncfson	gas.trec.to.mii	gastrectom'ii	g a s t r e k t o m i j	True
237176	237176	publicitara	publicitar	Afpfsry	pu.bli.ci.ta.ra	publicit'ara	p u b l i tS i t a r a	True
134209	134209	gătiră	găti	Vmis3p	gă.ti.ră	găt'iră	g @ t i r @	True
42616	42616	autoîncântării	autoîncântare	Ncfsoy	a.u.to.în.cân.tă.rii	autoîncânt'ării	a u t o 1 n k 1 n t @ r i j	True
139278	139278	gripa	=	Vmii3s	gri.pa	grip'a	g r i p a	True
47900	47900	bilaterali	bilateral	Afpmp-n	bi.la.te.rali	bilater'ali	b i l a t e r a l i_0	True
34111	34111	apocalipticului	apocaliptic	Afpmsoy	a.po.ca.lip.ti.cu.lui	apocal'ipticului	a p o k a l i p t i k u l u j	True
91163	91163	decernaseși	decerna	Vmil2s	de.cer.na.seși	decern'aseși	d e tS e r n a s e S i_0	True
69502	69502	coexist	coexista	Vmip1s	co.e.xist	coex'ist	k o e gz i s t	True
184148	184148	murmuite	murmui	Vmp--pf	mur.mu.i.te	murmu'ite	m u r m u i t e	True
266097	266097	selecția	selecție	Ncfsry	se.lec.ți.a	sel'ecția	s e l e k ts i a	True
295730	295730	tremurarăți	tremura	Vmis2p	tre.mu.ra.răți	tremur'arăți	t r e m u r a r @ ts i_0	True
189987	189987	nedosind	dosi	Vmg	ne.do.sind	nedos'ind	n e d o s i n d	True
21264	21264	acuzatorul	acuzator	Afpmsry	a.cu.za.to.rul	acuzat'orul	a k u z a t o r u l	True
279273	279273	stricata	stricat	Afpfsry	stri.ca.ta	stric'ata	s t r i k a t a	True
108901	108901	dodecasilabicei	dodecasilabic	Afpfsoy	do.de.ca.si.la.bi.cei	dodecasil'abicei	d o d e k a s i l a b i tS e j	True
26807	26807	alinătoarei	alinător	Afpfsoy	a.li.nă.toa.rei	alinăto'arei	a l i n @ t o_X a r e j	True
213077	213077	parazitaseți	parazita	Vmil2p	pa.ra.zi.ta.seți	parazit'aseți	p a r a z i t a s e ts i_0	True
46424	46424	batjocoritul	batjocorit	Ncmsry	bat.jo.co.ri.tul	batjocor'itul	b a t Z o k o r i t u l	True
60232	60232	cataractele	cataractă	Ncfpry	ca.ta.rac.te.le	catar'actele	k a t a r a k t e l e	True
37245	37245	asambloare	asamblor	Ncfp-n	a.sam.bloa.re	asamblo'are	a s a m b l o_X a r e	True
26440	26440	alestânci	alestâncă	Ncfp-n	a.les.tânci	alest'ânci	a l e s t 1 n tS	True
278203	278203	stoicelor	stoic	Afpfpoy	sto.i.ce.lor	st'oicelor	s t o i tS e l o r	True
244063	244063	reamintești	reaminti	Vmip2s	re.a.min.tești	reamint'ești	r e a m i n t e S t i_0	True
71073	71073	comedii	comedie	Ncfp-n	co.me.dii	comed'ii	k o m e d i j	True
53431	53431	bulzurile	bulz	Ncfpry	bul.zu.ri.le	b'ulzurile	b u l z u r i l e	True
287325	287325	tabletași	tableta	Vmis2s	ta.ble.tași	tablet'ași	t a b l e t a S i_0	True
249581	249581	relator	=	Ncms-n	re.la.tor	relat'or	r e l a t o r	True
77249	77249	consultant	=	Ncms-n	con.sul.tant	consult'ant	k o n s u l t a n t	True
301941	301941	urlai	urla	Vmis1s	ur.lai	url'ai	u r l a j	True
207569	207569	ordonații	ordonat	Afpmpry	or.do.na.ții	ordon'ații	o r d o n a ts i j	True
104233	104233	diagnosticasem	diagnostica	Vmil1	di.a.gnos.ti.ca.sem	diagnostic'asem	d i a g n o s t i k a s e m	True
184486	184486	mutelcă	=	Ncfsrn	mu.tel.că	mut'elcă	m u t e l k @	True
129538	129538	folositei	folosit	Afpfsoy	fo.lo.si.tei	folos'itei	f o l o s i t e j	True
200633	200633	neînsuflețiților	neînsuflețit	Afpmpoy	ne.în.su.fle.ți.ți.lor	neînsufleț'iților	n e 1 n s u f l e ts i ts i l o r	True
59560	59560	carta	=	Vmnp	car.ta	cart'a	k a r t a	True
117583	117583	esopicului	esopic	Afpmsoy	e.so.pi.cu.lui	es'opicului	e s o p i k u l u j	True
19033	19033	abuzează	abuza	Vmm-2s	a.bu.zea.ză	abuze'ază	a b u z e_X a z @	True
324274	324274	îngroziților	îngrozit	Afpmpoy	în.gro.zi.ți.lor	îngroz'iților	1 n g r o z i ts i l o r	True
171906	171906	manifestezi	manifesta	Vmip2s	ma.ni.fes.tezi	manifest'ezi	m a n i f e s t e z i_0	True
132827	132827	fumuarele	fumuar	Ncfpry	fu.mu.a.re.le	fumu'arele	f u m u a r e l e	True
91921	91921	deconspirat	deconspira	Vmp--sm	de.cons.pi.rat	deconspir'at	d e k o n s p i r a t	True
287363	287363	tablourilor	tablou	Ncfpoy	ta.blo.u.ri.lor	tabl'ourilor	t a b l o u r i l o r	True
316376	316376	împuternicite	împuternicit	Afpfson	îm.pu.ter.ni.ci.te	împuternic'ite	1 m p u t e r n i tS i t e	True
224732	224732	popularizați	populariza	Vmip2p	po.pu.la.ri.zați	populariz'ați	p o p u l a r i z a ts i_0	True
133058	133058	fundamentat	fundamenta	Vmp--sm	fun.da.men.tat	fundament'at	f u n d a m e n t a t	True
79167	79167	contribui	=	Vmip2s	con.tri.bui	contr'ibui	k o n t r i b u j	True
305552	305552	verse	vărsa	Vmsp3	ver.se	v'erse	v e r s e	True
309372	309372	vultur	=	Ncms-n	vul.tur	v'ultur	v u l t u r	True
131666	131666	fredonaserăm	fredona	Vmil1p	fre.do.na.se.răm	fredon'aserăm	f r e d o n a s e r @ m	True
183690	183690	muncitorescul	muncitoresc	Afpmsry	mun.ci.to.res.cul	muncitor'escul	m u n tS i t o r e s k u l	True
178514	178514	minunaseră	minuna	Vmil3p	mi.nu.na.se.ră	minun'aseră	m i n u n a s e r @	True
244656	244656	recepționata	recepționat	Afpfsry	re.cep.ți.o.na.ta	recepțion'ata	r e tS e p ts i o n a t a	True
43108	43108	avertisment	=	Ncms-n	a.ver.tis.ment	avertism'ent	a v e r t i s m e n t	True
27798	27798	amărai	amărî	Vmii2s	a.mă.rai	amăr'ai	a m @ r a j	True
287417	287417	tachinaserăți	tachina	Vmil2p	ta.chi.na.se.răți	tachin'aserăți	t a k_j i n a s e r @ ts i_0	True
248781	248781	regulariza	=	Vmii3s	re.gu.la.ri.za	regulariz'a	r e g u l a r i z a	True
100048	100048	destinsă	destins	Afpfsrn	des.tin.să	dest'insă	d e s t i n s @	True
287249	287249	tabelele	tabel	Ncfpry	ta.be.le.le	tab'elele	t a b e l e l e	True
91496	91496	declarai	declara	Vmis1s	de.cla.rai	declar'ai	d e k l a r a j	True
61761	61761	centralizase	centraliza	Vmil3s	cen.tra.li.za.se	centraliz'ase	tS e n t r a l i z a s e	True
77959	77959	contigentelor	contigent	Ncfpoy	con.ti.gen.te.lor	contig'entelor	k o n t i gZ e n t e l o r	True
164947	164947	leniniste	leninist	Afpfson	le.ni.nis.te	lenin'iste	l e n i n i s t e	True
163913	163913	laudative	laudativ	Afpfson	la.u.da.ti.ve	laudat'ive	l a u d a t i v e	True
157451	157451	inventatele	inventat	Afpfpry	in.ven.ta.te.le	invent'atele	i n v e n t a t e l e	True
173080	173080	mascații	mascat	Afpmpry	mas.ca.ții	masc'ații	m a s k a ts i j	True
283946	283946	suportate	suporta	Vmp--pf	su.por.ta.te	suport'ate	s u p o r t a t e	True
298136	298136	turbosuflantelor	turbosuflantă	Ncfpoy	tur.bo.su.flan.te.lor	turbosufl'antelor	t u r b o s u f l a n t e l o r	True
213532	213532	parlamentai	parlamenta	Vmii2s	par.la.men.tai	parlament'ai	p a r l a m e n t a j	True
56288	56288	cabanierul	cabanier	Ncmsry	ca.ba.ni.e.rul	cabani'erul	k a b a n i e r u l	True
134139	134139	găselnițe	găselniță	Ncfp-n	gă.sel.ni.țe	găs'elnițe	g @ s e l n i ts e	True
74957	74957	confesionalului	confesional	Afpmsoy	con.fe.si.o.na.lu.lui	confesion'alului	k o n f e s i o n a l u l u j	True
18263	18263	abonez	abona	Vmip1s	a.bo.nez	abon'ez	a b o n e z	True
206939	206939	opritele	oprit	Afpfpry	o.pri.te.le	opr'itele	o p r i t e l e	True
283901	283901	supliniși	suplini	Vmis2s	su.pli.niși	suplin'iși	s u p l i n i S i_0	True
249350	249350	rejudecaseră	rejudeca	Vmil3p	re.ju.de.ca.se.ră	rejudec'aseră	r e Z u d e k a s e r @	True
99604	99604	despărțitorul	despărțitor	Afpmsry	des.păr.ți.to.rul	despărțit'orul	d e s p @ r ts i t o r u l	True
184498	184498	mutilareo	mutilare	Ncfsvy	mu.ti.la.reo	mutil'areo	m u t i l a r e_X o	True
28704	28704	amenință	amenința	Vmip3	a.me.nin.ță	am'enință	a m e n i n ts @	True
326046	326046	înroșind	înroși	Vmg	în.ro.șind	înroș'ind	1 n r o S i n d	True
319745	319745	încrucișate	încrucișa	Vmp--pf	în.cru.ci.șa.te	încruciș'ate	1 n k r u tS i S a t e	True
126551	126551	figurasem	figura	Vmil1	fi.gu.ra.sem	figur'asem	f i g u r a s e m	True
218868	218868	picurau	picura	Vmii3p	pi.cu.rau	picur'au	p i k u r a w	True
71169	71169	comentariu	=	Ncms-n	co.men.ta.riu	coment'ariu	k o m e n t a r j u	True
120006	120006	excursia	excursie	Ncfsry	ex.cur.si.a	exc'ursia	e ks k u r s i a	True
270397	270397	singalezule	singalez	Afpmsvy	sin.ga.le.zu.le	singal'ezule	s i n g a l e z u l e	True
145128	145128	iazul	iaz	Ncmsry	ia.zul	i'azul	j a z u l	True
170957	170957	maimuțe	maimuță	Ncfson	mai.mu.țe	maim'uțe	m a j m u ts e	True
76122	76122	conservatoareo	conservatoare	Ncfsvy	con.ser.va.toa.reo	conservato'areo	k o n s e r v a t o_X a r e_X o	True
180508	180508	modularule	modular	Afpmsvy	mo.du.la.ru.le	modul'arule	m o d u l a r u l e	True
38552	38552	aspiratoarelor	aspirator	Afpfpoy	as.pi.ra.toa.re.lor	aspirato'arelor	a s p i r a t o_X a r e l o r	True
326331	326331	însănătoșitul	însănătoșit	Afpmsry	în.să.nă.to.și.tul	însănătoș'itul	1 n s @ n @ t o S i t u l	True
292446	292446	toluenule	toluen	Ncmsvy	to.lu.e.nu.le	tolu'enule	t o l u e n u l e	True
189506	189506	nedeclarată	nedeclarat	Afpfsrn	ne.de.cla.ra.tă	nedeclar'ată	n e d e k l a r a t @	True
288588	288588	teatrologii	teatrolog	Ncmpry	tea.tro.lo.gii	teatrol'ogii	t e_X a t r o l o gZ i j	True
93619	93619	degivrați	degivra	Vmii2p	de.gi.vrați	degivr'ați	d e gZ i v r a ts i_0	True
326315	326315	însănătoșisem	însănătoși	Vmil1	în.să.nă.to.și.sem	însănătoș'isem	1 n s @ n @ t o S i s e m	True
32276	32276	antihistaminicelor	antihistaminic	Afpfpoy	an.ti.his.ta.mi.ni.ce.lor	antihistam'inicelor	a n t i h i s t a m i n i tS e l o r	True
319137	319137	încolăcise	încolăci	Vmil3s	în.co.lă.ci.se	încolăc'ise	1 n k o l @ tS i s e	True
274737	274737	speriate	speria	Vmp--pf	spe.ri.a.te	speri'ate	s p e r i a t e	True
149158	149158	incitantelor	incitant	Afpfpoy	in.ci.tan.te.lor	incit'antelor	i n tS i t a n t e l o r	True
170937	170937	maidanul	maidan	Ncmsry	mai.da.nul	maid'anul	m a j d a n u l	True
225518	225518	posibile	posibil	Afpfp-n	po.si.bi.le	pos'ibile	p o s i b i l e	True
96253	96253	deportez	deporta	Vmip1s	de.por.tez	deport'ez	d e p o r t e z	True
18045	18045	abile	abil	Afpfp-n	a.bi.le	ab'ile	a b i l e	True
57916	57916	candidaturii	candidatură	Ncfsoy	can.di.da.tu.rii	candidat'urii	k a n d i d a t u r i j	True
82017	82017	cotiturii	cotitură	Ncfsoy	co.ti.tu.rii	cotit'urii	k o t i t u r i j	True
307599	307599	vitalei	vital	Afpfsoy	vi.ta.lei	vit'alei	v i t a l e j	True
50029	50029	boicotate	boicotat	Afpfp-n	boi.co.ta.te	boicot'ate	b o j k o t a t e	True
323018	323018	înfrânse	înfrânge	Vmis3s	în.frân.se	înfr'ânse	1 n f r 1 n s e	True
230359	230359	pretinsa	pretins	Afpfsry	pre.tin.sa	pret'insa	p r e t i n s a	True
63666	63666	chicoteai	chicoti	Vmii2s	chi.co.teai	chicote'ai	k_j i k o t e_X a j	True
171935	171935	manipulăm	manipula	Vmip1p	ma.ni.pu.lăm	manipul'ăm	m a n i p u l @ m	True
161064	161064	jnăpăiți	jnăpăi	Vmm-2p	jnă.pă.iți	jnăpă'iți	Z n @ p @ i ts i_0	True
108316	108316	divulgaseși	divulga	Vmil2s	di.vul.ga.seși	divulg'aseși	d i v u l g a s e S i_0	True
153939	153939	instrumentaserăți	instrumenta	Vmil2p	in.stru.men.ta.se.răți	instrument'aserăți	i n s t r u m e n t a s e r @ ts i_0	True
242921	242921	rasismului	rasism	Ncmsoy	ra.sis.mu.lui	ras'ismului	r a s i s m u l u j	True
47795	47795	biftecurilor	biftec	Ncfpoy	bif.te.cu.ri.lor	b'iftecurilor	b i f t e k u r i l o r	True
320089	320089	încununările	încununare	Ncfpry	în.cu.nu.nă.ri.le	încunun'ările	1 n k u n u n @ r i l e	True
45695	45695	bancherului	bancher	Ncmsoy	ban.che.ru.lui	banch'erului	b a n k_j e r u l u j	True
78008	78008	continuarea	continuare	Ncfsry	con.ti.nu.a.rea	continu'area	k o n t i n u a r e_X a	True
165146	165146	lepădătura	lepădătură	Ncfsry	le.pă.dă.tu.ra	lepădăt'ura	l e p @ d @ t u r a	True
208928	208928	otorinolaringologicele	otorinolaringologic	Afpfpry	o.to.ri.no.la.rin.go.lo.gi.ce.le	otorinolaringol'ogicele	o t o r i n o l a r i n g o l o gZ i tS e l e	True
318630	318630	încheiați	încheia	Vmp--pm	în.che.iați	închei'ați	1 n k_j e j a ts i_0	True
25499	25499	alăturată	alătura	Vmp--sf	a.lă.tu.ra.tă	alătur'ată	a l @ t u r a t @	True
18208	18208	abominabilului	abominabil	Afpmsoy	a.bo.mi.na.bi.lu.lui	abomin'abilului	a b o m i n a b i l u l u j	True
121347	121347	exploataseră	exploata	Vmil3p	ex.ploa.ta.se.ră	exploat'aseră	e ks p l o_X a t a s e r @	True
282840	282840	sugestive	sugestiv	Afpfson	su.ges.ti.ve	sugest'ive	s u gZ e s t i v e	True
207889	207889	orgolioasa	orgolios	Afpfsry	or.go.li.oa.sa	orgolio'asa	o r g o l i o_X a s a	True
123240	123240	fărmacă	fărmăca	Vmm-2s	făr.ma.că	fărm'acă	f @ r m a k @	True
182738	182738	mrenelor	mreană	Ncfpoy	mre.ne.lor	mr'enelor	m r e n e l o r	True
161054	161054	jnăpăiseră	jnăpăi	Vmil3p	jnă.pă.i.se.ră	jnăpă'iseră	Z n @ p @ i s e r @	True
168313	168313	luminate	lumina	Vmp--pf	lu.mi.na.te	lumin'ate	l u m i n a t e	True
78231	78231	contraatacaseți	contraataca	Vmil2p	con.tra.a.ta.ca.seți	contraatac'aseți	k o n t r a a t a k a s e ts i_0	True
181728	181728	monopol	=	Ncms-n	mo.no.pol	monop'ol	m o n o p o l	True
246715	246715	redescoperite	redescoperit	Afpfp-n	re.des.co.pe.ri.te	redescoper'ite	r e d e s k o p e r i t e	True
276329	276329	stăpâniserăți	stăpâni	Vmil2p	stă.pâ.ni.se.răți	stăpân'iserăți	s t @ p 1 n i s e r @ ts i_0	True
169641	169641	mărturisise	mărturisi	Vmil3s	măr.tu.ri.si.se	mărturis'ise	m @ r t u r i s i s e	True
141171	141171	haiducirăți	haiduci	Vmis2p	hai.du.ci.răți	haiduc'irăți	h a j d u tS i r @ ts i_0	True
290516	290516	termoreglările	termoreglare	Ncfpry	ter.mo.re.glă.ri.le	termoregl'ările	t e r m o r e g l @ r i l e	True
256343	256343	rigidei	rigid	Afpfsoy	ri.gi.dei	rig'idei	r i gZ i d e j	True
183826	183826	murăturii	murătură	Ncfsoy	mu.ră.tu.rii	murăt'urii	m u r @ t u r i j	True
279482	279482	strivirăm	strivi	Vmis1p	stri.vi.răm	striv'irăm	s t r i v i r @ m	True
155651	155651	internului	intern	Afpmsoy	in.ter.nu.lui	int'ernului	i n t e r n u l u j	True
283949	283949	suportatei	suportat	Afpfsoy	su.por.ta.tei	suport'atei	s u p o r t a t e j	True
201513	201513	nonintervenția	nonintervenție	Ncfsry	no.nin.ter.ven.ți.a	noninterv'enția	n o n i n t e r v e n ts i a	True
159742	159742	ivire	=	Ncfsrn	i.vi.re	iv'ire	i v i r e	True
208947	208947	otorinolaringologă	otorinolaringolog	Afpfsrn	o.to.ri.no.la.rin.go.lo.gă	otorinolaringol'ogă	o t o r i n o l a r i n g o l o g @	True
263718	263718	scot	scoate	Vmip1s	scot	scot	s k o t	True
72659	72659	comprimato	comprimat	Afpfsvy	com.pri.ma.to	comprim'ato	k o m p r i m a t o	True
270650	270650	sintezelor	sinteză	Ncfpoy	sin.te.ze.lor	sint'ezelor	s i n t e z e l o r	True
59417	59417	caritabilo	caritabil	Afpfsvy	ca.ri.ta.bi.lo	carit'abilo	k a r i t a b i l o	True
3572	3572	țarțamuri	țarțam	Ncfp-n	țar.ța.muri	țarț'amuri	ts a r ts a m u r i_0	True
110426	110426	dramatizații	dramatizat	Afpmpry	dra.ma.ti.za.ții	dramatiz'ații	d r a m a t i z a ts i j	True
24682	24682	agravanți	agravant	Afpmp-n	a.gra.vanți	agrav'anți	a g r a v a n ts i_0	True
129887	129887	forfecasem	forfeca	Vmil1	for.fe.ca.sem	forfec'asem	f o r f e k a s e m	True
266139	266139	selecționase	selecționa	Vmil3s	se.lec.ți.o.na.se	selecțion'ase	s e l e k ts i o n a s e	True
178397	178397	minoritare	minoritar	Afpfp-n	mi.no.ri.ta.re	minorit'are	m i n o r i t a r e	True
91053	91053	decembriste	decembristă	Ncfp-n	de.cem.bris.te	decembr'iste	d e tS e m b r i s t e	True
39229	39229	atenționând	atenționa	Vmg	a.ten.țio.nând	atențion'ând	a t e n ts j o n 1 n d	True
49555	49555	blumurilor	blum	Ncfpoy	blu.mu.ri.lor	bl'umurilor	b l u m u r i l o r	True
204753	204753	odrăslitorului	odrăslitor	Afpmsoy	o.drăs.li.to.ru.lui	odrăslit'orului	o d r @ s l i t o r u l u j	True
249554	249554	relativelor	relativ	Afpfpoy	re.la.ti.ve.lor	relat'ivelor	r e l a t i v e l o r	True
314331	314331	îmbrățișând	îmbrățișa	Vmg	îm.bră.ți.șând	îmbrățiș'ând	1 m b r @ ts i S 1 n d	True
229622	229622	preparatoarea	preparator	Afpfsry	pre.pa.ra.toa.rea	preparato'area	p r e p a r a t o_X a r e_X a	True
106543	106543	disjunsei	disjunge	Vmis1s	dis.jun.sei	disjuns'ei	d i s Z u n s e j	True
52294	52294	brutele	brută	Ncfpry	bru.te.le	br'utele	b r u t e l e	True
172345	172345	marcați	marca	Vmii2p	mar.cați	marc'ați	m a r k a ts i_0	True
150749	150749	ineditului	inedit	Afpmsoy	ine.di.tu.lui	ined'itului	i n e d i t u l u j	True
286473	286473	sârboaice	sârboaică	Ncfson	sâr.boai.ce	sârbo'aice	s 1 r b o_X a j tS e	True
238241	238241	puternic	=	Afpms-n	pu.ter.nic	put'ernic	p u t e r n i k	True
289266	289266	tema	temă	Ncfsry	te.ma	t'ema	t e m a	True
63030	63030	charter	=	Ncms-n	char.ter	ch'arter	tS a r t @ r	True
247605	247605	reflectata	reflectat	Afpfsry	re.flec.ta.ta	reflect'ata	r e f l e k t a t a	True
142961	142961	hipoacuzii	hipoacuzie	Ncfson	hi.po.a.cu.zii	hipoacuz'ii	h i p o a k u z i j	True
153598	153598	instaurările	instaurare	Ncfpry	in.sta.u.ră.ri.le	instaur'ările	i n s t a u r @ r i l e	True
239692	239692	răriții	rărit	Afpmpry	ră.ri.ții	răr'iții	r @ r i ts i j	True
295508	295508	treazul	treaz	Afpmsry	trea.zul	tre'azul	t r e_X a z u l	True
324281	324281	îngurgitărilor	îngurgitare	Ncfpoy	în.gur.gi.tă.ri.lor	îngurgit'ărilor	1 n g u r gZ i t @ r i l o r	True
183321	183321	multidisciplinarei	multidisciplinar	Afpfsoy	mul.ti.dis.ci.pli.na.rei	multidisciplin'arei	m u l t i d i s tS i p l i n a r e j	True
303884	303884	valorarăm	valora	Vmis1p	va.lo.ra.răm	valor'arăm	v a l o r a r @ m	True
302434	302434	ustensile	ustensilă	Ncfp-n	us.ten.si.le	ustens'ile	u s t e n s i l e	True
75580	75580	congresmenului	congresmen	Ncmsoy	con.gres.me.nu.lui	congr'esmenului	k o n g r e s m e n u l u j	True
48606	48606	birtășițe	birtășiță	Ncfp-n	bir.tă.și.țe	birtăș'ițe	b i r t @ S i ts e	True
284395	284395	supraimpozitărilor	supraimpozitare	Ncfpoy	su.pra.im.po.zi.tă.ri.lor	supraimpozit'ărilor	s u p r a i m p o z i t @ r i l o r	True
109519	109519	donaților	donat	Afpmpoy	do.na.ți.lor	don'aților	d o n a ts i l o r	True
179719	179719	moșiți	moși	Vmip2p	mo.șiți	moș'iți	m o S i ts i_0	True
141601	141601	harghitenii	harghitean	Afpmpry	har.ghi.te.nii	harghit'enii	h a r g_j i t e n i j	True
44452	44452	bănuiseră	bănui	Vmil3p	bă.nu.i.se.ră	bănu'iseră	b @ n u i s e r @	True
314712	314712	îmbâcsi	=	Vmis3s	îm.bâc.si	îmbâcs'i	1 m b 1 k s j	True
173487	173487	matofește	matofi	Vmm-2s	ma.to.feș.te	matof'ește	m a t o f e S t e	True
143176	143176	histologii	histologie	Ncfson	his.to.lo.gii	histolog'ii	h i s t o l o gZ i j	True
280525	280525	stârci	stârc	Ncmp-n	stârci	stârci	s t 1 r tS	True
108215	108215	divizio	divizie	Ncfsvy	di.vi.zi.o	diviz'io	d i v i z i o	True
285975	285975	suspendați	suspenda	Vmii2p	sus.pen.dați	suspend'ați	s u s p e n d a ts i_0	True
209649	209649	păcate	păcat	Ncfp-n	pă.ca.te	păc'ate	p @ k a t e	True
3815	3815	țigaretei	țigaretă	Ncfsoy	ți.ga.re.tei	țigar'etei	ts i g a r e t e j	True
189168	189168	necriticând	critica	Vmg	ne.cri.ti.când	necritic'ând	n e k r i t i k 1 n d	True
153535	153535	instantaneul	instantaneu	Ncmsry	in.stan.ta.ne.ul	instantan'eul	i n s t a n t a n e u l	True
292965	292965	totalizam	totaliza	Vmii1	to.ta.li.zam	totaliz'am	t o t a l i z a m	True
64207	64207	chircesc	chirci	Vmip3p	chir.cesc	chirc'esc	k_j i r tS e s k	True
318738	318738	închipuii	închipui	Vmis1s	în.chi.pu.ii	închipu'ii	1 n k_j i p u i j	True
318595	318595	închei	încheia	Vmip2s	în.chei	înch'ei	1 n k_j e j	True
112781	112781	echitabilelor	echitabil	Afpfpoy	e.chi.ta.bi.le.lor	echit'abilelor	e k_j i t a b i l e l o r	True
59251	59251	cardiovascularului	cardiovascular	Afpmsoy	car.di.o.vas.cu.la.ru.lui	cardiovascul'arului	k a r d i o v a s k u l a r u l u j	True
175391	175391	meningococilor	meningococ	Ncmpoy	me.nin.go.co.ci.lor	meningoc'ocilor	m e n i n g o k o tS i l o r	True
285761	285761	susținătorule	susținător	Ncmsvy	sus.ți.nă.to.ru.le	susținăt'orule	s u s ts i n @ t o r u l e	True
242617	242617	rana	rană	Ncfsry	ra.na	r'ana	r a n a	True
307425	307425	virtutea	virtute	Ncfsry	vir.tu.tea	virt'utea	v i r t u t e_X a	True
42031	42031	autonomiză	autonomiza	Vmis3s	a.u.to.no.mi.ză	autonomiz'ă	a u t o n o m i z @	True
146119	146119	igienică	igienic	Afpfsrn	i.gi.e.ni.că	igi'enică	i gZ i e n i k @	True
191068	191068	negociatorului	negociator	Ncmsoy	ne.go.ci.a.to.ru.lui	negociat'orului	n e g o tS i a t o r u l u j	True
58542	58542	caporalului	caporal	Ncmsoy	ca.po.ra.lu.lui	capor'alului	k a p o r a l u l u j	True
114086	114086	egumeniseră	egumeni	Vmil3p	e.gu.me.ni.se.ră	egumen'iseră	e g u m e n i s e r @	True
86427	86427	cununasem	cununa	Vmil1	cu.nu.na.sem	cunun'asem	k u n u n a s e m	True
225860	225860	postoperatoriei	postoperatoriu	Afpfsoy	post.o.pe.ra.to.ri.ei	postoperat'oriei	p o s t o p e r a t o r i e j	True
272099	272099	smulgeați	smulge	Vmii2p	smul.geați	smulge'ați	s m u l gZ a ts i_0	True
199199	199199	netransparente	netransparent	Afpfson	ne.trans.pa.ren.te	netranspar'ente	n e t r a n s p a r e n t e	True
84724	84724	crâsnicii	crâsnic	Ncmpry	crâs.ni.cii	cr'âsnicii	k r 1 s n i tS i j	True
188834	188834	neconcludenți	neconcludent	Afpmp-n	ne.con.clu.denți	neconclud'enți	n e k o n k l u d e n ts i_0	True
176470	176470	mezdrirăți	mezdri	Vmis2p	mez.dri.răți	mezdr'irăți	m e z d r i r @ ts i_0	True
48749	48749	bismutul	bismut	Ncmsry	bis.mu.tul	b'ismutul	b i s m u t u l	True
